name,kind,gradient_noise,drift_per_step,amplitude,period,jump_interval,method,seed,dim,condition_number,tail_mse,tail_regret,tail_p90_error,phase_lag_steps,time_to_recovery
stationary_noisy,stationary,0.05,0.0,0.0,0,0,SGD,1030,20,5.0,0.0005532621633498113,0.0006899316886062264,0.02850686329499515,,
stationary_noisy,stationary,0.05,0.0,0.0,0,0,HeavyBall,1030,20,5.0,0.005424132886327112,0.0066281622658099955,0.08962084911007626,,
stationary_noisy,stationary,0.05,0.0,0.0,0,0,Nesterov,1030,20,5.0,0.0033458414406128145,0.0037710608571646016,0.07240846477770257,,
stationary_noisy,stationary,0.05,0.0,0.0,0,0,Adam,1030,20,5.0,0.0035983780051310234,0.0043305152473591775,0.07355940764177701,,
stationary_noisy,stationary,0.05,0.0,0.0,0,0,AMSGrad,1030,20,5.0,0.0022942986575365232,0.0027412265220252067,0.058205831815716855,,
linear_slow,linear,0.02,0.002,0.0,0,0,SGD,1001,20,5.0,0.00041114459774603746,0.0004342022165921361,0.02290970989420781,,
linear_slow,linear,0.02,0.002,0.0,0,0,HeavyBall,1001,20,5.0,0.0009058565714347244,0.0011011327148095953,0.03629678613443555,,
linear_slow,linear,0.02,0.002,0.0,0,0,Nesterov,1001,20,5.0,0.0005578974624947468,0.0006279216812184276,0.029082851977717088,,
linear_slow,linear,0.02,0.002,0.0,0,0,Adam,1001,20,5.0,0.0013239823532666573,0.0015217551392053678,0.0441592834144959,,
linear_slow,linear,0.02,0.002,0.0,0,0,AMSGrad,1001,20,5.0,0.000486468268120617,0.0006011997900799171,0.02691588457447611,,
linear_slow,linear,0.02,0.002,0.0,0,0,SGD,1002,20,5.0,0.00037545209083268444,0.00040044099837451745,0.022084542519519,,
linear_slow,linear,0.02,0.002,0.0,0,0,HeavyBall,1002,20,5.0,0.0008411000363353227,0.0009963550647695183,0.0344808510975631,,
linear_slow,linear,0.02,0.002,0.0,0,0,Nesterov,1002,20,5.0,0.0005237632225575052,0.0005835631424922692,0.027624423991677086,,
linear_slow,linear,0.02,0.002,0.0,0,0,Adam,1002,20,5.0,0.0012029378520749562,0.0014146649374650116,0.04126922565985506,,
