case_id,dim,condition_number,path_kind,observation_noise,drift_per_query,amplitude,period,protocol,method,family,seed,query_budget,total_target_displacement,final_mse,query_averaged_mse,tail_mse,queries_to_threshold,mean_gradient_cosine,updates,queries_per_update,learning_rate,smoothing,directions,maximum_gradient_norm,failed,first_order_mse,mse_ratio_to_first_order
linear_d20,20,5.0,linear,0.001,0.0001,0.0,0,frozen,Gaussian-m1,gaussian,1025,10000,1.0,7.14386930837003e-05,0.00459882470084141,8.51724305792596e-05,200.0,0.16104343970458784,5000.0,2.0,0.020000000000000004,0.3,1.0,28.390631723438652,0.0,0.0025123316947977107,1.8305006103947992
linear_d20,20,5.0,linear,0.001,0.0001,0.0,0,frozen,Gaussian-m1,gaussian,1026,10000,1.0,7.028530072878794e-05,0.006064286755875379,8.497089283819806e-05,300.0,0.1629049526275737,5000.0,2.0,0.020000000000000004,0.3,1.0,17.583704757523726,0.0,0.0025123316947977107,2.413808164118101
linear_d20,20,5.0,linear,0.001,0.0001,0.0,0,frozen,Gaussian-m1,gaussian,1027,10000,1.0,0.00010659218825505733,0.0036149953926718284,7.612565825780221e-05,200.0,0.159542892755489,5000.0,2.0,0.020000000000000004,0.3,1.0,23.42355075772429,0.0,0.0025123316947977107,1.4389005242251274
linear_d20,20,5.0,linear,0.001,0.0001,0.0,0,frozen,Gaussian-m1,gaussian,1028,10000,1.0,4.754168814751534e-05,0.008847205921371741,6.816553163839797e-05,300.0,0.1628499923349697,5000.0,2.0,0.020000000000000004,0.3,1.0,20.23453727913562,0.0,0.0025123316947977107,3.5215118846335716
linear_d20,20,5.0,linear,0.001,0.0001,0.0,0,frozen,Gaussian-m1,gaussian,1029,10000,1.0,7.171120695752309e-05,0.0050795225932532264,8.910105098204374e-05,250.0,0.1602661026898342,5000.0,2.0,0.020000000000000004,0.3,1.0,20.95389036136637,0.0,0.0025123316947977107,2.0218359716479326
linear_d20,20,5.0,linear,0.001,0.0001,0.0,0,frozen,Gaussian-m1,gaussian,1030,10000,1.0,0.00011355395456446887,0.004487985367299321,7.213091389391607e-05,200.0,0.15925947235497392,5000.0,2.0,0.020000000000000004,0.3,1.0,32.09052205954427,0.0,0.0025123316947977107,1.7863824974196678
linear_d20,20,5.0,linear,0.001,0.0001,0.0,0,frozen,Gaussian-m5,gaussian,1001,10000,1.0,9.759351911886381e-05,0.005045714392257537,9.179827786488368e-05,300.0,0.41271990913602835,1000.0,10.0,0.1,0.3,5.0,8.965000470794688,0.0,0.0025123316947977107,2.008379069812201
linear_d20,20,5.0,linear,0.001,0.0001,0.0,0,frozen,Gaussian-m5,gaussian,1002,10000,1.0,5.172291274403314e-05,0.005289744412079343,0.00011094064970233862,250.0,0.4145769367761667,1000.0,10.0,0.1,0.3,5.0,6.3404475625526535,0.0,0.0025123316947977107,2.1055119525151973
linear_d20,20,5.0,linear,0.001,0.0001,0.0,0,frozen,Gaussian-m5,gaussian,1003,10000,1.0,3.381527650776709e-05,0.0068640991514541125,0.00010238287646998502,250.0,0.4178514177403349,1000.0,10.0,0.1,0.3,5.0,8.239346622025291,0.0,0.0025123316947977107,2.732162781557711
linear_d20,20,5.0,linear,0.001,0.0001,0.0,0,frozen,Gaussian-m5,gaussian,1004,10000,1.0,0.00015848975120858331,0.010546019612248967,0.0001253454188068485,350.0,0.4115820424493576,1000.0,10.0,0.1,0.3,5.0,10.071572633536382,0.0,0.0025123316947977107,4.197701933262485
