path_kind,dim,method,runs,final_mse_mean,final_mse_std,final_mse_median,final_mse_q25,final_mse_q75,final_mse_ci_low,final_mse_ci_high,query_averaged_mse_mean,query_averaged_mse_std,query_averaged_mse_median,query_averaged_mse_q25,query_averaged_mse_q75,query_averaged_mse_ci_low,query_averaged_mse_ci_high,tail_mse_mean,tail_mse_std,tail_mse_median,tail_mse_q25,tail_mse_q75,tail_mse_ci_low,tail_mse_ci_high,queries_to_threshold_mean,queries_to_threshold_std,queries_to_threshold_median,queries_to_threshold_q25,queries_to_threshold_q75,queries_to_threshold_ci_low,queries_to_threshold_ci_high,mean_gradient_cosine_mean,mean_gradient_cosine_std,mean_gradient_cosine_median,mean_gradient_cosine_q25,mean_gradient_cosine_q75,mean_gradient_cosine_ci_low,mean_gradient_cosine_ci_high,updates_mean,updates_std,updates_median,updates_q25,updates_q75,updates_ci_low,updates_ci_high,maximum_gradient_norm_mean,maximum_gradient_norm_std,maximum_gradient_norm_median,maximum_gradient_norm_q25,maximum_gradient_norm_q75,maximum_gradient_norm_ci_low,maximum_gradient_norm_ci_high,failed_mean,failed_std,failed_median,failed_q25,failed_q75,failed_ci_low,failed_ci_high
linear,10,Gaussian-m5,30,3.279159020966374e-05,1.528348903965549e-05,2.7642936357691894e-05,2.3149335389322805e-05,4.129922682277597e-05,2.7582800321535505e-05,3.8211066535589007e-05,0.0037386887775745586,0.0004544674542182494,0.003776136042283525,0.0033346644409587857,0.003934254218292814,0.0035790766671408803,0.0039041380321932313,3.517734665112204e-05,4.611279706989271e-06,3.448089544449858e-05,3.19115528352201e-05,3.789859763519935e-05,3.360226164511758e-05,3.6881484230239444e-05,173.33333333333334,36.51483716701107,150.0,150.0,200.0,160.0,186.66666666666666,0.5277668714503148,0.003639728789092381,0.527264256916919,0.5247744725477713,0.5311656171808147,0.5264635096421376,0.5290719020289817,1000.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,5.89781017971607,1.6051407042792232,5.42122890214779,4.7412185819017925,6.760104102269931,5.350225049296306,6.465737007519658,0.0,0.0,0.0,0.0,0.0,0.0,0.0
linear,10,SPSA-m1,30,1.0160414518894696e-05,5.3317472624082934e-06,9.752226963588976e-06,6.23568519359717e-06,1.233458231666592e-05,8.355864268235779e-06,1.2182209613718186e-05,0.0033741943766019997,0.0006017866671030852,0.003187239847503757,0.002932344040921636,0.0036521315422432593,0.003170679068865804,0.0036050149518920176,1.1538466696988945e-05,1.363666427828673e-06,1.1306290195844954e-05,1.0539346426310302e-05,1.2142442044130937e-05,1.1079663319991946e-05,1.2028412274903538e-05,133.33333333333334,30.323921743156138,150.0,100.0,150.0,121.66666666666667,143.33333333333334,0.24697965372429567,0.0021378867257684678,0.24729111892515127,0.24571305664554055,0.2484555502754362,0.24622022067924842,0.24767922127628236,5000.0,0.0,5000.0,5000.0,5000.0,5000.0,5000.0,15.821268684479568,3.6248794755869906,14.701054876706095,13.371487647925155,16.836456329550384,14.603660309392342,17.0767932053444,0.0,0.0,0.0,0.0,0.0,0.0,0.0
linear,20,CoordinateCentral,30,0.003534661945820851,0.00012582601376984694,0.0035642107560417595,0.0034602474428237816,0.003608298804589621,0.003489503786683573,0.0035768792482314266,0.02294102688152946,4.0169907505472836e-05,0.022934648781937468,0.022918043123065897,0.022957890844576702,0.02292718416101544,0.02295545055912228,0.0036472629476005857,8.911329341507048e-05,0.00363571101661533,0.003593974834790754,0.0037027373103975707,0.003615566167047178,0.0036781761120021116,1146.6666666666667,12.68540658512312,1150.0,1150.0,1150.0,1141.6666666666667,1150.0,0.9575003855113892,0.0007820275179494122,0.9575073818942952,0.957093503409493,0.9579646186334628,0.9572230412220626,0.957781101753341,250.0,0.0,250.0,250.0,250.0,250.0,250.0,3.0138167395828472,0.006589631383396463,3.0138202434069807,3.0103670256244897,3.0182319133209035,3.0114872936838735,3.016167695866208,0.0,0.0,0.0,0.0,0.0,0.0,0.0
linear,20,FirstOrderReference,30,2.184390650922678e-06,4.30756595923134e-22,2.1843906509226776e-06,2.1843906509226776e-06,2.1843906509226776e-06,2.184390650922678e-06,2.184390650922678e-06,0.002512331694797711,4.410947542252892e-19,0.0025123316947977107,0.0025123316947977107,0.0025123316947977107,0.002512331694797711,0.002512331694797711,2.1843906509226386e-06,0.0,2.1843906509226386e-06,2.1843906509226386e-06,2.1843906509226386e-06,2.1843906509226386e-06,2.1843906509226386e-06,50.0,0.0,50.0,50.0,50.0,50.0,50.0,0.9988397258842195,2.2584051416334807e-16,0.9988397258842193,0.9988397258842193,0.9988397258842193,0.9988397258842195,0.9988397258842195,10000.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,3.0139374681374407,4.516810283266961e-16,3.0139374681374402,3.0139374681374402,3.0139374681374402,3.0139374681374407,3.0139374681374407,0.0,0.0,0.0,0.0,0.0,0.0,0.0
linear,20,Gaussian-m1,30,8.220596148635206e-05,2.981151681059804e-05,7.23118784106858e-05,5.5965887594954665e-05,0.00010854671990704828,7.19560957795075e-05,9.336176313524348e-05,0.005579391583858607,0.0012268308787149503,0.0055178674479599114,0.004970876083603139,0.006079194876400144,0.005124757822263019,0.006024921500903534,7.497437888527003e-05,8.262812447487024e-06,7.43366718113364e-05,6.97811888638744e-05,7.711124433097619e-05,7.228184508598425e-05,7.78894680436393e-05,248.33333333333334,46.392874997942435,250.0,200.0,300.0,231.66666666666666,263.3333333333333,0.16004603308035362,0.0019135264902303,0.16010376963418715,0.15921345069361398,0.16103292768814276,0.15936983546658567,0.1607068918061683,5000.0,0.0,5000.0,5000.0,5000.0,5000.0,5000.0,23.90605179899865,3.674711421686455,23.8802588179405,20.42195832499778,26.206141613073967,22.65761173528437,25.163089527609912,0.0,0.0,0.0,0.0,0.0,0.0,0.0
linear,20,Gaussian-m20,30,0.00019793591081435769,6.038626337960733e-05,0.00018629000571556594,0.0001546286991980364,0.00023643596733628403,0.00017757988319658412,0.00022070278693821205,0.009726396971216777,0.00318874085492449,0.009230198158455463,0.007556222497698261,0.010961479810217585,0.008704325699441576,0.010953802976643598,0.00022055900104086406,2.3497819376758198e-05,0.00021460578830322235,0.0002075616175189345,0.00023040350233832156,0.0002126557905060278,0.0002293054762376844,400.0,61.58817620514397,400.0,400.0,400.0,376.6666666666667,421.6666666666667,0.6778519552644603,0.004995777571084942,0.6784513290584903,0.6731470641184185,0.6815854374788209,0.6761402857653196,0.6796121826441698,250.0,0.0,250.0,250.0,250.0,250.0,250.0,4.585526030835697,1.0139401527943976,4.464271638101339,3.874334535337095,5.1281351489689655,4.254699266911102,4.955824744585141,0.0,0.0,0.0,0.0,0.0,0.0,0.0
linear,20,Gaussian-m5,30,0.00011141024255661816,5.001209995339016e-05,0.0001145237989458884,7.384686284636059e-05,0.00013404446994127363,9.388522601524355e-05,0.00012913283196623083,0.007263455853234341,0.001797414528390653,0.006851359193820143,0.005903198448636637,0.008069598983461546,0.006661504599257145,0.00791876453777463,0.00010541807248096754,1.510796043403314e-05,0.00010444159795892566,9.939825969546007e-05,0.0001117828741986067,0.00010055976228757289,0.00011106150632871418,305.0,46.14445085627941,300.0,250.0,350.0,288.3333333333333,321.6666666666667,0.4116268870177637,0.0046047806845095785,0.4115424821301549,0.4077598989903383,0.4149037150196097,0.4100775026318737,0.4132477595111245,1000.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,7.7795124759841805,1.5104691899051144,7.459232330825669,6.644269560666888,8.927534680173965,7.261896867406489,8.306171281497628,0.0,0.0,0.0,0.0,0.0,0.0,0.0
linear,20,SPSA-m1,30,6.252741175763217e-05,1.686297421245903e-05,6.20290136652288e-05,4.7908463995149285e-05,7.164391272688443e-05,5.6746897816790926e-05,6.851850476088284e-05,0.0057102943391656134,0.0013523732450844797,0.005198004506517705,0.004705443940577873,0.006785200431391697,0.005252933300002711,0.006207350993421446,6.469347022366158e-05,8.486408925434633e-06,6.31978768681884e-05,5.940556307747671e-05,6.624581219217544e-05,6.184577646901201e-05,6.809295804674927e-05,251.66666666666666,57.95856625468621,250.0,200.0,250.0,231.66666666666666,271.70833333333314,0.16801157334874212,0.0017499558291769939,0.16825136542670693,0.16752933691391747,0.16904576746670805,0.16737749601527188,0.16859737920580223,5000.0,0.0,5000.0,5000.0,5000.0,5000.0,5000.0,24.928923529034353,3.7469927033208035,24.448680742530037,22.125134579169348,27.88069800160332,23.625135027251257,26.215122568660757,0.0,0.0,0.0,0.0,0.0,0.0,0.0
linear,50,CoordinateCentral,30,0.011317782575507841,0.00018333152561356316,0.011300409354191828,0.011194076739985268,0.011407281767130604,0.011255843579422808,0.011382568083445382,0.06699202983718484,0.0001227486064040833,0.06697641203000727,0.06688999968017742,0.06708465085288348,0.06695050404843306,0.06703603127170711,0.011711337002726347,0.0001389173592210122,0.011696934792298982,0.01161519841783489,0.011787417778257016,0.011663684954751558,0.011762346025385983,,,,,,,,0.9839082389897278,0.0002841817752149697,0.9839007223233673,0.9837179524004367,0.9841477134488303,0.9838112283710223,0.9840069297869576,100.0,0.0,100.0,100.0,100.0,100.0,100.0,2.9560556854114646,0.007605738861874236,2.9558573159374397,2.9518329610069745,2.959243841966411,2.9534722946426997,2.9587394255007258,0.0,0.0,0.0,0.0,0.0,0.0,0.0
linear,50,FirstOrderReference,30,1.1535800755436794e-06,0.0,1.1535800755436794e-06,1.1535800755436794e-06,1.1535800755436794e-06,1.1535800755436794e-06,1.1535800755436794e-06,0.0025144668429697573,0.0,0.0025144668429697573,0.0025144668429697573,0.0025144668429697573,0.0025144668429697573,0.0025144668429697573,1.1535800755437692e-06,2.15378297961567e-22,1.153580075543769e-06,1.153580075543769e-06,1.153580075543769e-06,1.1535800755437692e-06,1.1535800755437692e-06,50.0,0.0,50.0,50.0,50.0,50.0,50.0,0.999164100584802,2.2584051416334807e-16,0.9991641005848018,0.9991641005848018,0.9991641005848018,0.999164100584802,0.999164100584802,10000.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,2.957079720621665,0.0,2.957079720621665,2.957079720621665,2.957079720621665,2.957079720621665,2.957079720621665,0.0,0.0,0.0,0.0,0.0,0.0,0.0
linear,50,Gaussian-m1,30,0.0002910057888537603,5.6123054839523565e-05,0.00029205699144470396,0.0002523118031438589,0.00031863929630379276,0.0002719767577406182,0.0003127425770781372,0.013092114229432931,0.0019439654768569911,0.013325456018393151,0.011950575134363702,0.014767868494271932,0.012380736526479202,0.013775949817489372,0.00028751762622838777,2.2880073982930135e-05,0.00028560304721208846,0.0002785419249400589,0.0003038314668755401,0.00027938129144117814,0.00029555383177954725,593.3333333333334,67.89105539243627,550.0,550.0,650.0,570.0,618.3333333333334,0.10619076665444308,0.0009682362394966743,0.10615372468248002,0.10536219711148982,0.10691892999428641,0.10586364638797129,0.10654104724326388,5000.0,0.0,5000.0,5000.0,5000.0,5000.0,5000.0,43.986358935793966,7.089834929474612,42.70587008902707,40.507864273383824,46.08849954726429,41.55266756768026,46.487203262934386,0.0,0.0,0.0,0.0,0.0,0.0,0.0
linear,50,Gaussian-m20,30,0.0006547893781893285,9.289703279286313e-05,0.0006498501974063623,0.0005880704042609854,0.0007227082028974417,0.0006220220357508258,0.0006862327684953695,0.017606641238036198,0.0020557138328206608,0.01796153488633697,0.016556323199255783,0.018895673780220806,0.01684330602383201,0.018337678302882254,0.0006856930914708334,7.337303176484404e-05,0.0006929270788960031,0.0006303736344386621,0.0007281981454192319,0.0006593216357038617,0.0007108354973859422,855.0,69.91373995490986,850.0,800.0,900.0,831.6666666666666,880.0,0.5248292734741493,0.003837060181708802,0.5244403219978426,0.5222613451372462,0.5276853053780255,0.523401999449326,0.5261652271551066,250.0,0.0,250.0,250.0,250.0,250.0,250.0,5.784822727582058,0.8896218669817936,5.615967530294308,5.261136285551862,6.21935276057072,5.488036625745754,6.112024254641393,0.0,0.0,0.0,0.0,0.0,0.0,0.0
linear,50,Gaussian-m5,30,0.0003497070747873886,8.007992162744842e-05,0.00036829081405154206,0.00029066055996414497,0.0004068842944752168,0.0003220412242141404,0.00037666476212675274,0.015242368338689598,0.0018764099319931859,0.015023503507006528,0.014506465212811388,0.016528705573999998,0.014613337394608874,0.015900863096509222,0.00033134208190465156,3.6705216344512436e-05,0.0003321459448119554,0.00030355715170703537,0.0003563425430982414,0.0003178068046011677,0.0003439902398265637,656.6666666666666,61.213776527687045,650.0,612.5,700.0,635.0,676.6666666666666,0.27773612640215284,0.0023787315284112564,0.2779658893020125,0.2764697033000423,0.2790693492302417,0.2768815122178141,0.2785770397313791,1000.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,12.370383879256687,1.7938248389341611,12.155586096237807,11.562127410856391,13.445179311575721,11.791977669264217,13.014185290683365,0.0,0.0,0.0,0.0,0.0,0.0,0.0
linear,50,SPSA-m1,30,0.00022595096011924682,6.620255182487601e-05,0.00023325326036290994,0.00018477180884990323,0.00027079034186224655,0.00020252582179535912,0.0002498958618078644,0.01308573591662216,0.0020408996495201353,0.013083726955601985,0.011181194808544978,0.01474051059015355,0.012385841305721703,0.013783755821787138,0.0002464972531033845,2.3745630455838713e-05,0.00024902337475160954,0.000229778640927318,0.000261943215208229,0.00023833033123823416,0.0002558022562416127,600.0,62.97235299224025,600.0,550.0,650.0,578.3333333333334,623.3333333333334,0.11298742174239984,0.001147443813216994,0.11316510195736415,0.11226424404177533,0.11367833942511861,0.11259837754456979,0.11340516196998053,5000.0,0.0,5000.0,5000.0,5000.0,5000.0,5000.0,41.96640659938904,6.72819088163156,41.93099996674073,37.06671273574936,46.99431909358757,39.63450509057892,44.390465899554854,0.0,0.0,0.0,0.0,0.0,0.0,0.0
linear,100,CoordinateCentral,30,0.051724692879030844,0.0003571587707354466,0.05171974531410038,0.05145857135457997,0.05195377887262506,0.05159884612610311,0.051845521799834364,0.12791416675149456,0.0002414381046308425,0.12789479420071012,0.12775295277087295,0.12812754823856065,0.12783332557485874,0.12799943587965396,0.052390382349273006,0.0003093800933310401,0.05234765253084184,0.05223557692236776,0.05258614827684181,0.05227751364357616,0.052507541282091494,,,,,,,,0.9907373785950171,0.00021710840792181835,0.9907403431736141,0.9906141759883051,0.9908773079607296,0.9906607913754025,0.9908158141418435,50.0,0.0,50.0,50.0,50.0,50.0,50.0,3.1796997862040035,0.007798927809259867,3.1803250081660885,3.1744029845651967,3.1843228146600624,3.177019448158482,3.1823531496145856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
linear,100,FirstOrderReference,30,1.5207214428522138e-06,2.15378297961567e-22,1.5207214428522136e-06,1.5207214428522136e-06,1.5207214428522136e-06,1.5207214428522138e-06,1.5207214428522138e-06,0.002504703856268084,8.821895084505784e-19,0.0025047038562680847,0.0025047038562680847,0.0025047038562680847,0.002504703856268084,0.002504703856268084,1.5207214428523711e-06,2.15378297961567e-22,1.5207214428523713e-06,1.5207214428523713e-06,1.5207214428523713e-06,1.5207214428523711e-06,1.5207214428523711e-06,50.0,0.0,50.0,50.0,50.0,50.0,50.0,0.9991063506342349,2.2584051416334807e-16,0.9991063506342347,0.9991063506342347,0.9991063506342347,0.9991063506342349,0.9991063506342349,10000.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,3.1797828182624417,9.033620566533923e-16,3.1797828182624426,3.1797828182624426,3.1797828182624426,3.1797828182624417,3.1797828182624417,0.0,0.0,0.0,0.0,0.0,0.0,0.0
linear,100,Gaussian-m1,30,0.0011991095220224316,0.0002534976319953399,0.0011543314535437262,0.0010394689813303115,0.0012550843280957804,0.0011102759137658503,0.0012903069763125477,0.025314252677029265,0.0024772348587514675,0.02486603456053387,0.02368955025702478,0.027136215096403446,0.024432288087131184,0.02614285279888168,0.0012036259733975247,0.00014943374001183258,0.001185293421148607,0.0010798383096782406,0.0012729075507050586,0.0011533445100578644,0.001254757428160016,1178.3333333333333,72.73396651535973,1175.0,1150.0,1200.0,1153.3333333333333,1205.0,0.07739277013278464,0.000990598857712051,0.07720312371168075,0.07662750682466166,0.07819607802018934,0.07703894235152371,0.07773287190993891,5000.0,0.0,5000.0,5000.0,5000.0,5000.0,5000.0,70.5471115607747,8.916477568514367,70.39906403595432,63.6193492914324,76.57322514236564,67.3979163896632,73.81918049299556,0.0,0.0,0.0,0.0,0.0,0.0,0.0
linear,100,Gaussian-m20,30,0.0030275605504985663,0.00038070760917848233,0.0029715201433697467,0.00277051947866215,0.0032805866363711175,0.00289717052785442,0.003155884968714054,0.03232826653683039,0.0029271364208435925,0.0326761727493855,0.0300681354108943,0.0340143472083248,0.031232374164003193,0.03334990795982357,0.0031405616600611004,0.0002552250390716904,0.003108675710144568,0.0029493941980263567,0.003293094805813823,0.0030514050276294184,0.0032288398407450966,1550.0,131.96133184932728,1550.0,1450.0,1600.0,1503.3333333333333,1598.3333333333333,0.40336332049744095,0.003299122586838495,0.40319287336102905,0.4011852377106565,0.40538025185373405,0.40225182041555246,0.40450755212733563,250.0,0.0,250.0,250.0,250.0,250.0,250.0,8.078060798443598,0.9351250692413016,7.873164594397593,7.461129240147743,9.04590769320463,7.742891907318178,8.391103609736351,0.0,0.0,0.0,0.0,0.0,0.0,0.0
