path_kind,dim,method,metric,queries,mean,std,ci_low,ci_high,runs
linear,10,CoordinateCentral,squared_error,3950.0,0.0006538636591415894,4.336260055198073e-05,0.0006383465518183109,0.0006693807664648678,30
linear,10,CoordinateCentral,squared_error,4000.0,0.0006133740289056775,3.809032654630045e-05,0.0005997435806052084,0.0006270044772061467,30
linear,10,CoordinateCentral,squared_error,4050.0,0.0006559542394802056,4.562131582489243e-05,0.0006396288612770364,0.0006722796176833747,30
linear,10,CoordinateCentral,squared_error,4100.0,0.0006149450664456025,4.7765543595676015e-05,0.0005978523861890217,0.0006320377467021833,30
linear,10,CoordinateCentral,squared_error,4150.0,0.0006578688893911806,4.810035886009312e-05,0.0006406563970309598,0.0006750813817514014,30
linear,10,CoordinateCentral,squared_error,4200.0,0.000612691264321695,4.6619330063063166e-05,0.0005960087513100336,0.0006293737773333564,30
linear,10,CoordinateCentral,squared_error,4250.0,0.000654995418781546,4.5880251385500044e-05,0.0006385773816780199,0.0006714134558850721,30
linear,10,CoordinateCentral,squared_error,4300.0,0.0006133005636500521,4.5428711120415726e-05,0.0005970441081552143,0.0006295570191448899,30
linear,10,CoordinateCentral,squared_error,4350.0,0.0006581320626592372,4.003446290807131e-05,0.0006438059140964989,0.0006724582112219756,30
linear,10,CoordinateCentral,squared_error,4400.0,0.0006200279090802004,3.841500339839928e-05,0.0006062812766603457,0.0006337745415000551,30
linear,10,CoordinateCentral,squared_error,4450.0,0.0006608912354703662,3.391687622345514e-05,0.0006487542371877375,0.0006730282337529949,30
linear,10,CoordinateCentral,squared_error,4500.0,0.000614315325284213,3.615039595327512e-05,0.0006013790722309962,0.0006272515783374298,30
linear,10,CoordinateCentral,squared_error,4550.0,0.0006590791412384496,3.732858132159812e-05,0.0006457212799658394,0.0006724370025110597,30
linear,10,CoordinateCentral,squared_error,4600.0,0.000610887356015288,4.13944658624484e-05,0.0005960745366455775,0.0006257001753849984,30
linear,10,CoordinateCentral,squared_error,4650.0,0.0006587999557260499,4.6373161412939036e-05,0.0006422055330345026,0.0006753943784175972,30
linear,10,CoordinateCentral,squared_error,4700.0,0.0006141667887084981,4.1872877553047836e-05,0.0005991827719139735,0.0006291508055030228,30
linear,10,CoordinateCentral,squared_error,4750.0,0.0006543370033386166,4.204838774527469e-05,0.0006392901810284068,0.0006693838256488263,30
linear,10,CoordinateCentral,squared_error,4800.0,0.0006104023056367272,4.091465478355425e-05,0.0005957611844565008,0.0006250434268169536,30
linear,10,CoordinateCentral,squared_error,4850.0,0.0006511564433866869,4.371719437456912e-05,0.0006355124462936244,0.0006668004404797494,30
linear,10,CoordinateCentral,squared_error,4900.0,0.0006088811838133527,4.5461538099119256e-05,0.0005926129813350508,0.0006251493862916546,30
linear,10,CoordinateCentral,squared_error,4950.0,0.0006529018938711192,4.910103715936666e-05,0.000635331313380384,0.0006704724743618543,30
linear,10,CoordinateCentral,squared_error,5000.0,0.0006072797367652664,4.355045214512496e-05,0.0005916954076127028,0.00062286406591783,30
linear,10,CoordinateCentral,squared_error,5050.0,0.0006439744578731736,4.7842128712905006e-05,0.0006268543719843595,0.0006610945437619877,30
linear,10,CoordinateCentral,squared_error,5100.0,0.0006028614031683753,3.873703124780948e-05,0.0005889995345625729,0.0006167232717741777,30
linear,10,CoordinateCentral,squared_error,5150.0,0.0006423818537156819,3.5161138970593575e-05,0.0006297996017273268,0.0006549641057040371,30
linear,10,CoordinateCentral,squared_error,5200.0,0.0005979754341860047,3.6706236866329486e-05,0.0005848402760165646,0.0006111105923554447,30
linear,10,CoordinateCentral,squared_error,5250.0,0.0006358886169886708,3.684272849744539e-05,0.0006227046159163191,0.0006490726180610225,30
linear,10,CoordinateCentral,squared_error,5300.0,0.0006005631956070202,4.3814810038254976e-05,0.0005848842671973263,0.0006162421240167141,30
linear,10,CoordinateCentral,squared_error,5350.0,0.0006440735320904691,4.55663128732567e-05,0.0006277678364407622,0.000660379227740176,30
linear,10,CoordinateCentral,squared_error,5400.0,0.000607004089610213,4.9878148740645146e-05,0.0005891554233115381,0.0006248527559088879,30
linear,10,CoordinateCentral,squared_error,5450.0,0.000649799976139498,5.3790498787234956e-05,0.0006305512933568857,0.0006690486589221102,30
linear,10,CoordinateCentral,squared_error,5500.0,0.000611098507649815,4.0266719783260186e-05,0.000596689247031688,0.000625507768267942,30
linear,10,CoordinateCentral,squared_error,5550.0,0.0006565471946534758,4.4333203126862766e-05,0.0006406827616594354,0.0006724116276475161,30
linear,10,CoordinateCentral,squared_error,5600.0,0.0006149276303858007,4.895392522283293e-05,0.0005974096932254624,0.0006324455675461389,30
linear,10,CoordinateCentral,squared_error,5650.0,0.0006563849586790245,4.8093419427658154e-05,0.0006391749495628085,0.0006735949677952404,30
linear,10,CoordinateCentral,squared_error,5700.0,0.0006112832130522253,3.651114840498611e-05,0.0005982178663920966,0.000624348559712354,30
linear,10,CoordinateCentral,squared_error,5750.0,0.0006537329076806247,3.079621577063594e-05,0.0006427126233992206,0.0006647531919620289,30
