task,method,seed,tail_loss,tail_tracking_error,tail_feasibility_residual,tail_frame_error,tail_subspace_error
grassmann_subspace_tracking,ProjectedEuclideanSGD,1004,0.0031112606579521175,0.05104013056532285,5.475329728435505e-16,0.157107746922346,0.05104013056532285
grassmann_subspace_tracking,EuclideanSGD,1004,0.0031216575720686736,0.05107028922121129,0.004937637394365781,0.15712598069938874,0.05107028922121129
grassmann_basis_rotation,RiemannianSGD,1004,1.2119925288277485e-31,2.4609641063179855e-08,3.3547010193070944e-16,0.704684069612069,2.4609641063179855e-08
grassmann_basis_rotation,ProjectedEuclideanSGD,1004,1.90979896454932e-31,1.8230188608196217e-08,2.4468787572920904e-16,0.7046840696120689,1.8230188608196217e-08
grassmann_basis_rotation,EuclideanSGD,1004,2.4576822112980898e-32,1.7959508742426286e-08,3.31444990386987e-16,0.704684069612069,1.7959508742426286e-08
simplex_tracking,ProjectedSGD,1005,0.00021858418269296624,0.013790177238700187,6.550315845288423e-17,,
simplex_tracking,ExponentiatedGradient,1005,0.004982800269205934,0.06501384092057515,7.216449660063518e-17,,
simplex_tracking,EuclideanSGD,1005,0.0002220987451300302,0.01395060012628484,0.004663289343416772,,
stiefel_frame_tracking,RiemannianSGD,1005,0.007284947843517493,0.07740962339830532,5.603830841099924e-16,0.07740962339830532,0.0771950712816961
stiefel_frame_tracking,ProjectedEuclideanSGD,1005,0.007263805754184136,0.07730918722741245,5.727811574350001e-16,0.07730918722741245,0.07709444651161611
stiefel_frame_tracking,EuclideanSGD,1005,0.0072043391069290955,0.07706253931570124,0.009033808960622777,0.07706253931570124,0.07684728972318981
grassmann_subspace_tracking,RiemannianSGD,1005,0.006446018961044204,0.07312805138675771,5.387686320996271e-16,0.2723928607829539,0.07312805138675771
grassmann_subspace_tracking,ProjectedEuclideanSGD,1005,0.006419356085356262,0.07298996410863749,5.301109033564458e-16,0.2723082192335302,0.07298996410863749
grassmann_subspace_tracking,EuclideanSGD,1005,0.006425766986970117,0.07310801754252269,0.007197623200694474,0.27236795145688136,0.07310801754252269
