case_id,sweep,x_value,dim,condition_number,learning_rate,gradient_noise,drift_per_step,seed,tail_empirical_mse,tail_exact_mse,empirical_exact_ratio,final_empirical_mse,final_exact_mse
reference,reference,1.0,20,5.0,0.05,0.02,0.01,1021,0.0067268354845872865,0.007016339595638293,0.9587385834016676,0.006383371785578254,0.007016339595638293
reference,reference,1.0,20,5.0,0.05,0.02,0.01,1022,0.006928359761666171,0.007016339595638293,0.9874607218232689,0.006898974612905024,0.007016339595638293
reference,reference,1.0,20,5.0,0.05,0.02,0.01,1023,0.0068901845124171735,0.007016339595638293,0.9820198151042256,0.007141107507545928,0.007016339595638293
reference,reference,1.0,20,5.0,0.05,0.02,0.01,1024,0.0070772921332968594,0.007016339595638293,1.0086872274107794,0.007086926714011546,0.007016339595638293
reference,reference,1.0,20,5.0,0.05,0.02,0.01,1025,0.006848057247965761,0.007016339595638293,0.9760156495593308,0.007135885205559329,0.007016339595638293
reference,reference,1.0,20,5.0,0.05,0.02,0.01,1026,0.0069177233510001376,0.007016339595638293,0.9859447731550137,0.00705572151594277,0.007016339595638293
reference,reference,1.0,20,5.0,0.05,0.02,0.01,1027,0.006936628578004849,0.007016339595638293,0.9886392303925831,0.0074997762675733165,0.007016339595638293
reference,reference,1.0,20,5.0,0.05,0.02,0.01,1028,0.007156932216036382,0.007016339595638293,1.0200378870608668,0.007074311373240021,0.007016339595638293
reference,reference,1.0,20,5.0,0.05,0.02,0.01,1029,0.007121231098553166,0.007016339595638293,1.0149496046314632,0.006976160205970236,0.007016339595638293
reference,reference,1.0,20,5.0,0.05,0.02,0.01,1030,0.007007861321786823,0.007016339595638293,0.9987916386121417,0.007119955118854222,0.007016339595638293
eta_noise_0p01,eta_noise,0.01,20,5.0,0.01,0.02,0.0,1001,1.3591045491379546e-05,1.672624582761812e-05,0.8125580379153713,1.311848643781348e-05,1.6726245652866066e-05
eta_noise_0p01,eta_noise,0.01,20,5.0,0.01,0.02,0.0,1002,1.7180463441116742e-05,1.672624582761812e-05,1.0271559809762345,9.460161529845512e-06,1.6726245652866066e-05
eta_noise_0p01,eta_noise,0.01,20,5.0,0.01,0.02,0.0,1003,1.830494445903648e-05,1.672624582761812e-05,1.0943845168658013,1.2930428844653109e-05,1.6726245652866066e-05
eta_noise_0p01,eta_noise,0.01,20,5.0,0.01,0.02,0.0,1004,1.6236093776022495e-05,1.672624582761812e-05,0.9706956326812862,1.9375114063546114e-05,1.6726245652866066e-05
eta_noise_0p01,eta_noise,0.01,20,5.0,0.01,0.02,0.0,1005,1.6608230509006737e-05,1.672624582761812e-05,0.9929443032329156,8.090237564186197e-06,1.6726245652866066e-05
eta_noise_0p01,eta_noise,0.01,20,5.0,0.01,0.02,0.0,1006,1.8840413728699977e-05,1.672624582761812e-05,1.1263982320283117,1.848896191248139e-05,1.6726245652866066e-05
eta_noise_0p01,eta_noise,0.01,20,5.0,0.01,0.02,0.0,1007,1.534995370121765e-05,1.672624582761812e-05,0.9177166149185756,1.030583354130417e-05,1.6726245652866066e-05
eta_noise_0p01,eta_noise,0.01,20,5.0,0.01,0.02,0.0,1008,1.4787863752530096e-05,1.672624582761812e-05,0.8841113484122421,1.9612933757942378e-05,1.6726245652866066e-05
eta_noise_0p01,eta_noise,0.01,20,5.0,0.01,0.02,0.0,1009,1.3742208340211832e-05,1.672624582761812e-05,0.8215955021730524,1.5149137777072962e-05,1.6726245652866066e-05
eta_noise_0p01,eta_noise,0.01,20,5.0,0.01,0.02,0.0,1010,1.559599779426892e-05,1.672624582761812e-05,0.9324266757168573,6.704979527836978e-06,1.6726245652866066e-05
eta_noise_0p01,eta_noise,0.01,20,5.0,0.01,0.02,0.0,1011,1.8009655823455258e-05,1.672624582761812e-05,1.0767303081076323,3.3816485311668324e-05,1.6726245652866066e-05
eta_noise_0p01,eta_noise,0.01,20,5.0,0.01,0.02,0.0,1012,1.7551900704804715e-05,1.672624582761812e-05,1.0493628328613516,1.7385845354229794e-05,1.6726245652866066e-05
eta_noise_0p01,eta_noise,0.01,20,5.0,0.01,0.02,0.0,1013,1.2289713233473952e-05,1.672624582761812e-05,0.7347562244470522,1.5754787835548307e-05,1.6726245652866066e-05
eta_noise_0p01,eta_noise,0.01,20,5.0,0.01,0.02,0.0,1014,1.420147616712112e-05,1.672624582761812e-05,0.8490534166173656,1.8115267164730316e-05,1.6726245652866066e-05
eta_noise_0p01,eta_noise,0.01,20,5.0,0.01,0.02,0.0,1015,1.815234043490712e-05,1.672624582761812e-05,1.0852608900996932,1.4574469725101285e-05,1.6726245652866066e-05
eta_noise_0p01,eta_noise,0.01,20,5.0,0.01,0.02,0.0,1016,1.32352353232202e-05,1.672624582761812e-05,0.7912854719237943,9.232001636600585e-06,1.6726245652866066e-05
eta_noise_0p01,eta_noise,0.01,20,5.0,0.01,0.02,0.0,1017,1.2898001895344427e-05,1.672624582761812e-05,0.7711235401100852,1.1932105547231613e-05,1.6726245652866066e-05
eta_noise_0p01,eta_noise,0.01,20,5.0,0.01,0.02,0.0,1018,1.6132304336021544e-05,1.672624582761812e-05,0.9644904482621037,2.014505916249844e-05,1.6726245652866066e-05
eta_noise_0p01,eta_noise,0.01,20,5.0,0.01,0.02,0.0,1019,1.582144342869506e-05,1.672624582761812e-05,0.9459052313204038,2.0844810287185536e-05,1.6726245652866066e-05
eta_noise_0p01,eta_noise,0.01,20,5.0,0.01,0.02,0.0,1020,1.9995776416356162e-05,1.672624582761812e-05,1.195473068041332,2.241758416933454e-05,1.6726245652866066e-05
eta_noise_0p01,eta_noise,0.01,20,5.0,0.01,0.02,0.0,1021,1.956476535906492e-05,1.672624582761812e-05,1.1697045207095953,2.6509460567282906e-05,1.6726245652866066e-05
eta_noise_0p01,eta_noise,0.01,20,5.0,0.01,0.02,0.0,1022,1.478086742688674e-05,1.672624582761812e-05,0.8836930641352166,2.0694014621434108e-05,1.6726245652866066e-05
eta_noise_0p01,eta_noise,0.01,20,5.0,0.01,0.02,0.0,1023,1.675675964266532e-05,1.672624582761812e-05,1.0018243074603637,1.0502142104963253e-05,1.6726245652866066e-05
eta_noise_0p01,eta_noise,0.01,20,5.0,0.01,0.02,0.0,1024,1.4852449353310205e-05,1.672624582761812e-05,0.8879726811611287,1.5522222247470263e-05,1.6726245652866066e-05
eta_noise_0p01,eta_noise,0.01,20,5.0,0.01,0.02,0.0,1025,1.809063026518896e-05,1.672624582761812e-05,1.0815714686745779,1.3727653247095939e-05,1.6726245652866066e-05
eta_noise_0p01,eta_noise,0.01,20,5.0,0.01,0.02,0.0,1026,1.4995948697965106e-05,1.672624582761812e-05,0.896551973019793,1.1470998935805014e-05,1.6726245652866066e-05
eta_noise_0p01,eta_noise,0.01,20,5.0,0.01,0.02,0.0,1027,1.5130074042941458e-05,1.672624582761812e-05,0.9045708283181461,1.2784782254752117e-05,1.6726245652866066e-05
eta_noise_0p01,eta_noise,0.01,20,5.0,0.01,0.02,0.0,1028,1.477579183110096e-05,1.672624582761812e-05,0.8833896131493774,1.770950433695841e-05,1.6726245652866066e-05
eta_noise_0p01,eta_noise,0.01,20,5.0,0.01,0.02,0.0,1029,1.915341752093862e-05,1.672624582761812e-05,1.1451115640852767,6.378054663429538e-06,1.6726245652866066e-05
eta_noise_0p01,eta_noise,0.01,20,5.0,0.01,0.02,0.0,1030,1.3056531090550264e-05,1.672624582761812e-05,0.7806014108074102,1.705804452051786e-05,1.6726245652866066e-05
eta_drift_0p01,eta_drift,0.01,20,5.0,0.01,0.0,0.01,1001,0.17320781093977614,0.17320781093978108,0.9999999999999715,0.17320781010734662,0.17320781010734285
eta_drift_0p01,eta_drift,0.01,20,5.0,0.01,0.0,0.01,1002,0.17320781093977614,0.17320781093978108,0.9999999999999715,0.17320781010734662,0.17320781010734285
eta_drift_0p01,eta_drift,0.01,20,5.0,0.01,0.0,0.01,1003,0.17320781093977614,0.17320781093978108,0.9999999999999715,0.17320781010734662,0.17320781010734285
eta_drift_0p01,eta_drift,0.01,20,5.0,0.01,0.0,0.01,1004,0.17320781093977614,0.17320781093978108,0.9999999999999715,0.17320781010734662,0.17320781010734285
eta_drift_0p01,eta_drift,0.01,20,5.0,0.01,0.0,0.01,1005,0.17320781093977614,0.17320781093978108,0.9999999999999715,0.17320781010734662,0.17320781010734285
eta_drift_0p01,eta_drift,0.01,20,5.0,0.01,0.0,0.01,1006,0.17320781093977614,0.17320781093978108,0.9999999999999715,0.17320781010734662,0.17320781010734285
eta_drift_0p01,eta_drift,0.01,20,5.0,0.01,0.0,0.01,1007,0.17320781093977614,0.17320781093978108,0.9999999999999715,0.17320781010734662,0.17320781010734285
eta_drift_0p01,eta_drift,0.01,20,5.0,0.01,0.0,0.01,1008,0.17320781093977614,0.17320781093978108,0.9999999999999715,0.17320781010734662,0.17320781010734285
