method,fine_tune_episodes,seed,scenario,dimension,noise,dynamic_regret,mean_regret,tail_regret,mean_tracking_error,post_change_error,max_constraint_violation,mean_step_size,mean_reallocation_l1,exploration_fraction,reversal_fraction,value_queries
Curriculum pretrained,0,21160739,mixed,12,heavy_tailed,22.573090322961853,0.07524363440987285,0.1941962888782829,0.24436444376665528,0.24851028358577967,6.661338147750939e-16,0.0481,0.09341047600387857,0.5233333333333333,0.29333333333333333,301.0
Curriculum pretrained,0,21160740,mixed,12,heavy_tailed,22.549831634124196,0.07516610544708065,0.07011231322427217,0.2577316723493739,0.22879475221098639,7.771561172376096e-16,0.06396666666666666,0.12162075305937438,0.36333333333333334,0.4,301.0
Curriculum pretrained,0,21160741,mixed,12,heavy_tailed,29.82161129361496,0.09940537097871653,0.15388574901939978,0.3033425419650054,0.30343517703377676,6.661338147750939e-16,0.06459999999999999,0.12461566108720122,0.47,0.3433333333333333,301.0
Curriculum pretrained,0,21160742,mixed,12,heavy_tailed,23.405680313733548,0.07801893437911182,0.13553652012886344,0.26829214376189775,0.2888783057635185,4.440892098500626e-16,0.062333333333333345,0.12106230898614329,0.38,0.37666666666666665,301.0
Curriculum pretrained,0,21160743,mixed,12,heavy_tailed,18.896529296289682,0.06298843098763228,0.11010256484988025,0.24204735775257874,0.23093880824550067,4.440892098500626e-16,0.06043333333333334,0.11640365526598437,0.4,0.37,301.0
Curriculum pretrained,0,21160744,mixed,12,heavy_tailed,21.388113981568374,0.07129371327189458,0.10908790350045994,0.25735208930436215,0.23571911030753667,4.440892098500626e-16,0.06333333333333334,0.12259333812084564,0.4266666666666667,0.36333333333333334,301.0
Curriculum pretrained,0,21160745,mixed,12,heavy_tailed,31.810689626280258,0.10603563208760086,0.2055110567684607,0.30987615351795367,0.33877809930068714,4.440892098500626e-16,0.054133333333333325,0.10629848627898675,0.5333333333333333,0.29333333333333333,301.0
Curriculum pretrained,0,21160746,mixed,12,heavy_tailed,15.920328667497925,0.053067762224993084,0.07695542326356113,0.2208070086390936,0.23249204691030423,4.440892098500626e-16,0.0569,0.10643391636175094,0.44666666666666666,0.37666666666666665,301.0
Curriculum pretrained,0,21160747,mixed,12,heavy_tailed,26.84010961844519,0.08946703206148397,0.1996011204912573,0.28181179271245793,0.25497787982015463,4.440892098500626e-16,0.0585,0.11531922376425134,0.4266666666666667,0.4033333333333333,301.0
Curriculum pretrained,0,21160748,mixed,12,heavy_tailed,25.93053573760846,0.08643511912536153,0.16920614036466042,0.2752424263540124,0.29448583664854605,4.440892098500626e-16,0.05763333333333333,0.11277971951614066,0.5333333333333333,0.3,301.0
Curriculum pretrained,0,21160749,mixed,12,heavy_tailed,20.875508340839197,0.06958502780279732,0.09605745262873218,0.254683877058581,0.24602369493522852,4.440892098500626e-16,0.061399999999999996,0.11960461790703782,0.41,0.4,301.0
Curriculum pretrained,0,21160750,mixed,12,heavy_tailed,21.8710521140601,0.072903507046867,0.12452655189372736,0.2625368765220309,0.2538691507306588,4.440892098500626e-16,0.05693333333333333,0.11158878038687599,0.4166666666666667,0.36,301.0
Curriculum pretrained,0,21160751,mixed,12,heavy_tailed,15.900347181148897,0.05300115727049632,0.09655636197749358,0.21904761659507235,0.22025853572706228,4.440892098500626e-16,0.05890000000000001,0.11352033604148017,0.38,0.37666666666666665,301.0
Curriculum pretrained,0,21160752,mixed,12,heavy_tailed,24.719890053179455,0.08239963351059819,0.19667453384903907,0.2664218905447284,0.26945206440138325,4.440892098500626e-16,0.05873333333333334,0.11159807093261262,0.4266666666666667,0.3566666666666667,301.0
Curriculum pretrained,0,21160753,mixed,12,heavy_tailed,26.3334388661536,0.08777812955384533,0.15984757150976475,0.28126991312454164,0.25955923632176525,5.551115123125783e-16,0.05979999999999999,0.11603011443419095,0.42333333333333334,0.36666666666666664,301.0
