method,fine_tune_episodes,seed,scenario,dimension,noise,dynamic_regret,mean_regret,tail_regret,mean_tracking_error,post_change_error,max_constraint_violation,mean_step_size,mean_reallocation_l1,exploration_fraction,reversal_fraction,value_queries
Curriculum pretrained,100,21160750,mixed,12,heavy_tailed,22.73709425722913,0.07579031419076378,0.0900808837415879,0.26729717120906815,0.2786427288962762,4.440892098500626e-16,0.05066666666666667,0.09822898894230771,0.17,0.5766666666666667,301.0
Curriculum pretrained,100,21160751,mixed,12,heavy_tailed,21.64169230403885,0.07213897434679616,0.12123218795849362,0.25709868598485286,0.24521715140898181,5.551115123125783e-16,0.04716666666666666,0.09132403235363111,0.25666666666666665,0.5066666666666667,301.0
Curriculum pretrained,100,21160752,mixed,12,heavy_tailed,20.266647713015065,0.06755549237671689,0.17077536352662304,0.24034281992760848,0.22768883348484933,4.440892098500626e-16,0.04956666666666666,0.09779509337477094,0.29333333333333333,0.52,301.0
Curriculum pretrained,100,21160753,mixed,12,heavy_tailed,33.22986917141715,0.1107662305713905,0.2713207689097446,0.29668675240628506,0.2694271120493156,4.440892098500626e-16,0.04956666666666666,0.09782165800305175,0.2833333333333333,0.4766666666666667,301.0
Curriculum pretrained,100,21160754,mixed,12,heavy_tailed,24.641366349602837,0.08213788783200945,0.17328530443166054,0.2754930241444308,0.2808164467750628,4.440892098500626e-16,0.059599999999999986,0.11605377031127508,0.13,0.5533333333333333,301.0
Curriculum pretrained,100,21160755,mixed,12,heavy_tailed,19.021540290159564,0.06340513430053188,0.15693261208714496,0.2296274571446484,0.21429923004655568,7.771561172376096e-16,0.04686666666666666,0.09171164752194037,0.33,0.45666666666666667,301.0
Curriculum pretrained,100,21160756,mixed,12,heavy_tailed,28.93661397618284,0.09645537992060947,0.09769305328090344,0.3023152562705508,0.3317146175411925,4.440892098500626e-16,0.050166666666666665,0.09746899576139591,0.20333333333333334,0.5666666666666667,301.0
Curriculum pretrained,200,21160727,mixed,12,heavy_tailed,23.49743843341765,0.07832479477805883,0.1262869461474382,0.26881898252238123,0.27324096038261847,5.551115123125783e-16,0.06593333333333334,0.1273583962384075,0.2966666666666667,0.53,301.0
Curriculum pretrained,200,21160728,mixed,12,heavy_tailed,22.07088305705407,0.07356961019018023,0.10754176670801446,0.26107623336373736,0.2725234459362821,4.440892098500626e-16,0.07306666666666667,0.14278334154899777,0.27,0.53,301.0
Curriculum pretrained,200,21160729,mixed,12,heavy_tailed,22.71474807634078,0.07571582692113593,0.15932572153054975,0.2592938036186934,0.24625458010114273,4.440892098500626e-16,0.06586666666666667,0.12122321843516749,0.31333333333333335,0.49,301.0
Curriculum pretrained,200,21160730,mixed,12,heavy_tailed,29.525771794479866,0.09841923931493289,0.16693076652331262,0.2919557758089918,0.30813446797796934,8.881784197001252e-16,0.06863333333333332,0.13140138291116552,0.21,0.51,301.0
Curriculum pretrained,200,21160731,mixed,12,heavy_tailed,22.323970518517136,0.07441323506172379,0.1556145873060863,0.25488815165799616,0.24743151366495691,6.661338147750939e-16,0.06233333333333333,0.11840782983829555,0.28,0.51,301.0
Curriculum pretrained,200,21160732,mixed,12,heavy_tailed,26.727357084425797,0.08909119028141932,0.14291026747148966,0.2911339333934879,0.29154386347034844,5.551115123125783e-16,0.07603333333333334,0.1448155524266692,0.23666666666666666,0.58,301.0
Curriculum pretrained,200,21160733,mixed,12,heavy_tailed,24.04850122546176,0.0801616707515392,0.18280174366384977,0.2666961877480606,0.24426464848363336,6.661338147750939e-16,0.06336666666666667,0.12162611703824767,0.25,0.59,301.0
Curriculum pretrained,200,21160734,mixed,12,heavy_tailed,30.533042633797187,0.10177680877932396,0.19241805772958528,0.3067332068570284,0.3268866240271705,4.440892098500626e-16,0.07356666666666667,0.13880312675905107,0.25333333333333335,0.5566666666666666,301.0
Curriculum pretrained,200,21160735,mixed,12,heavy_tailed,24.021007962604763,0.08007002654201588,0.09523684715423072,0.26896595278165575,0.24014654151826348,4.440892098500626e-16,0.06816666666666667,0.13003300183652736,0.20333333333333334,0.5433333333333333,301.0
Curriculum pretrained,200,21160736,mixed,12,heavy_tailed,19.346191339218095,0.06448730446406031,0.08426871209179829,0.24853855458832602,0.24915159624593283,6.661338147750939e-16,0.07776666666666666,0.14874433486044425,0.24,0.55,301.0
Curriculum pretrained,200,21160737,mixed,12,heavy_tailed,16.50888115477125,0.055029603849237496,0.11995590105895927,0.2216285303201369,0.2268851296762786,6.661338147750939e-16,0.05859999999999999,0.11081593690565325,0.2,0.5433333333333333,301.0
Curriculum pretrained,200,21160738,mixed,12,heavy_tailed,26.65313183973783,0.0888437727991261,0.15024533284931912,0.28551429661126826,0.2654881250311359,4.440892098500626e-16,0.07603333333333334,0.1440333313779805,0.24666666666666667,0.5633333333333334,301.0
Curriculum pretrained,200,21160739,mixed,12,heavy_tailed,21.04163355906864,0.0701387785302288,0.14499386586845744,0.24711152026492106,0.25270713351170404,6.661338147750939e-16,0.0708,0.14052028723340795,0.30666666666666664,0.52,301.0
Curriculum pretrained,200,21160740,mixed,12,heavy_tailed,20.353096759959808,0.0678436558665327,0.07900507360371747,0.24313429358493213,0.20658031644398217,6.661338147750939e-16,0.06903333333333334,0.13430754640996034,0.22,0.49666666666666665,301.0
Curriculum pretrained,200,21160741,mixed,12,heavy_tailed,28.164104753601713,0.09388034917867237,0.18627649412269495,0.2838261465080143,0.30010784612445346,4.440892098500626e-16,0.05906666666666666,0.11529733814155696,0.25666666666666665,0.5566666666666666,301.0
Curriculum pretrained,200,21160742,mixed,12,heavy_tailed,24.530273161570875,0.08176757720523625,0.18123158059884886,0.26854271167148624,0.2747638463339074,4.440892098500626e-16,0.0737,0.14008483031105973,0.24333333333333335,0.5666666666666667,301.0
Curriculum pretrained,200,21160743,mixed,12,heavy_tailed,31.878046971272184,0.10626015657090727,0.22454153736727012,0.3030459528891147,0.2935428743653007,5.551115123125783e-16,0.06916666666666667,0.13109908673574897,0.2733333333333333,0.5233333333333333,301.0
Curriculum pretrained,200,21160744,mixed,12,heavy_tailed,18.283394695655414,0.060944648985518046,0.1295869841936703,0.2330480860094274,0.22772523435078945,5.551115123125783e-16,0.06543333333333334,0.12375527647831357,0.27,0.54,301.0
Curriculum pretrained,200,21160745,mixed,12,heavy_tailed,36.617187656840926,0.12205729218946976,0.22839227712788493,0.31421454070540306,0.32781753555988397,5.551115123125783e-16,0.05853333333333334,0.1092564745582162,0.24333333333333335,0.5133333333333333,301.0
Curriculum pretrained,200,21160746,mixed,12,heavy_tailed,19.662970671472156,0.06554323557157385,0.10646384113959291,0.2483312447990821,0.28373913750070445,6.661338147750939e-16,0.07983333333333334,0.15572773291768277,0.2633333333333333,0.5433333333333333,301.0
Curriculum pretrained,200,21160747,mixed,12,heavy_tailed,27.676741896026403,0.09225580632008801,0.15630193609700355,0.29464342762988477,0.27324712901535686,4.440892098500626e-16,0.06896666666666666,0.13413885001847145,0.27,0.5233333333333333,301.0
Curriculum pretrained,200,21160748,mixed,12,heavy_tailed,20.64356304015926,0.06881187680053087,0.1035127590852995,0.24617179096453726,0.31226767827794155,4.440892098500626e-16,0.0656,0.12430739882672365,0.19333333333333333,0.54,301.0
Curriculum pretrained,200,21160749,mixed,12,heavy_tailed,22.2992471327542,0.07433082377584734,0.14194783963988225,0.258248873728537,0.22463923030140576,6.661338147750939e-16,0.0725,0.1372017107408533,0.23,0.53,301.0
Curriculum pretrained,200,21160750,mixed,12,heavy_tailed,25.31022132241214,0.08436740440804047,0.15967262540173827,0.26792969572125963,0.25713736841543355,4.440892098500626e-16,0.06983333333333334,0.13307597031540666,0.21666666666666667,0.4866666666666667,301.0
Curriculum pretrained,200,21160751,mixed,12,heavy_tailed,25.880646275654833,0.08626882091884944,0.11533691515986284,0.2862079908999687,0.26991698576939344,6.661338147750939e-16,0.07456666666666668,0.1431856766457197,0.31,0.5733333333333334,301.0
Curriculum pretrained,200,21160752,mixed,12,heavy_tailed,26.100182032219905,0.08700060677406635,0.2049345687993012,0.2726485975996685,0.2523350195108478,4.440892098500626e-16,0.0638,0.12730195502329852,0.26666666666666666,0.5266666666666666,301.0
Curriculum pretrained,200,21160753,mixed,12,heavy_tailed,25.784846836489145,0.08594948945496382,0.1335848545849657,0.27920986847489326,0.28308879688305344,4.440892098500626e-16,0.07146666666666666,0.13560970193598862,0.27,0.57,301.0
Curriculum pretrained,200,21160754,mixed,12,heavy_tailed,25.330204601756122,0.08443401533918707,0.14928613326462753,0.2789542439796807,0.27191724152350394,6.661338147750939e-16,0.07136666666666666,0.13485542684177135,0.30666666666666664,0.5466666666666666,301.0
Curriculum pretrained,200,21160755,mixed,12,heavy_tailed,23.52092935737105,0.0784030978579035,0.12900599958202083,0.2703521308071648,0.2791988696655716,5.551115123125783e-16,0.07753333333333334,0.1448460845600418,0.27,0.54,301.0
Curriculum pretrained,200,21160756,mixed,12,heavy_tailed,26.2561393775813,0.08752046459193766,0.13751455708693283,0.278940945272574,0.29288384915906457,4.440892098500626e-16,0.06523333333333334,0.12380596369556945,0.24666666666666667,0.48333333333333334,301.0
Stationary pretrained,0,21160727,mixed,12,heavy_tailed,32.90802919957948,0.10969343066526493,0.2010448579489998,0.32076710401919917,0.32357949690553933,4.440892098500626e-16,0.06246666666666667,0.12372262081037878,0.09,0.42,301.0
Stationary pretrained,0,21160728,mixed,12,heavy_tailed,16.827719979800925,0.05609239993266975,0.08705698707244144,0.22349111988426684,0.2503351074721296,5.551115123125783e-16,0.05046666666666666,0.0986004279228694,0.2,0.43,301.0
Stationary pretrained,0,21160729,mixed,12,heavy_tailed,21.080178697871382,0.07026726232623794,0.15799094399698474,0.24920956954311946,0.2689364830195352,5.551115123125783e-16,0.053966666666666656,0.10612666704187679,0.20333333333333334,0.45666666666666667,301.0
Stationary pretrained,0,21160730,mixed,12,heavy_tailed,33.13501498942361,0.11045004996474536,0.1366729246190718,0.32354608941307084,0.3221581877560543,4.440892098500626e-16,0.05823333333333333,0.11337598810559328,0.13,0.45,301.0
Stationary pretrained,0,21160731,mixed,12,heavy_tailed,24.33590817406412,0.08111969391354706,0.20516909792373655,0.26014175230728404,0.23448380706171665,4.440892098500626e-16,0.056799999999999996,0.11213489483251758,0.13,0.52,301.0
Stationary pretrained,0,21160732,mixed,12,heavy_tailed,27.716037847235135,0.09238679282411712,0.18944875263538444,0.27960610675862246,0.31513186658664993,5.551115123125783e-16,0.05093333333333333,0.09986381478093564,0.19666666666666666,0.42333333333333334,301.0
Stationary pretrained,0,21160733,mixed,12,heavy_tailed,21.3962792789426,0.07132093092980867,0.10435674357819925,0.24693164234496687,0.22781858439339125,6.661338147750939e-16,0.053599999999999995,0.10949155513515928,0.17,0.45,301.0
Stationary pretrained,0,21160734,mixed,12,heavy_tailed,19.59512701735708,0.06531709005785694,0.09870353232412325,0.236001941700353,0.2578040546554625,6.661338147750939e-16,0.05006666666666667,0.098114983445201,0.19,0.4766666666666667,301.0
Stationary pretrained,0,21160735,mixed,12,heavy_tailed,28.94568973857096,0.0964856324619032,0.23367946143333806,0.28777957487807243,0.28434323132467815,4.440892098500626e-16,0.05423333333333332,0.10632787665004347,0.11,0.51,301.0
Stationary pretrained,0,21160736,mixed,12,heavy_tailed,34.00770025430842,0.11335900084769472,0.30847505183238166,0.30340336239523696,0.28425966448306034,4.440892098500626e-16,0.053,0.1176222489684084,0.16333333333333333,0.49333333333333335,301.0
Stationary pretrained,0,21160737,mixed,12,heavy_tailed,14.396872224747963,0.04798957408249321,0.09086611666379193,0.20837777532749568,0.21046468917997566,4.440892098500626e-16,0.05333333333333334,0.10189080010678593,0.23333333333333334,0.4033333333333333,301.0
Stationary pretrained,0,21160738,mixed,12,heavy_tailed,26.918287015805532,0.08972762338601845,0.18876856339202702,0.28671471060800624,0.2863875039470035,7.771561172376096e-16,0.0674,0.14046885493982014,0.12,0.4166666666666667,301.0
Stationary pretrained,0,21160739,mixed,12,heavy_tailed,26.587200779483577,0.08862400259827859,0.2396041213010176,0.26245298744739104,0.25092838965783837,6.661338147750939e-16,0.05143333333333333,0.10148754455402444,0.27,0.43666666666666665,301.0
Stationary pretrained,0,21160740,mixed,12,heavy_tailed,35.463883518743344,0.11821294506247781,0.17351649344758932,0.32060978334449125,0.3432848360114641,4.440892098500626e-16,0.058966666666666674,0.11691239624985296,0.12666666666666668,0.5166666666666667,301.0
Stationary pretrained,0,21160741,mixed,12,heavy_tailed,24.324484570152844,0.08108161523384282,0.11740256038348104,0.2646980132923296,0.28151048463825556,4.440892098500626e-16,0.05536666666666667,0.11758948742584852,0.12,0.5,301.0
Stationary pretrained,0,21160742,mixed,12,heavy_tailed,23.579940574333946,0.07859980191444649,0.17558955509873736,0.2633078115147609,0.2559098959408555,4.440892098500626e-16,0.05226666666666666,0.1034287635861216,0.13,0.5,301.0
Stationary pretrained,0,21160743,mixed,12,heavy_tailed,21.43504070823998,0.07145013569413328,0.13869396577114745,0.25051613604965267,0.24718783133450922,4.440892098500626e-16,0.049533333333333325,0.10280954731942374,0.19,0.44666666666666666,301.0
Stationary pretrained,0,21160744,mixed,12,heavy_tailed,16.998114595944454,0.05666038198648151,0.11453870551472899,0.22554551943318651,0.26372528366512843,4.440892098500626e-16,0.048499999999999995,0.09482675942716325,0.21,0.4866666666666667,301.0
Stationary pretrained,0,21160745,mixed,12,heavy_tailed,28.85750959153461,0.09619169863844869,0.19846241368398396,0.29301369535935873,0.2875444589824054,6.661338147750939e-16,0.05653333333333334,0.10999973474290779,0.13,0.4666666666666667,301.0
Stationary pretrained,0,21160746,mixed,12,heavy_tailed,21.60449921918974,0.07201499739729914,0.1150994575430775,0.25254993202132026,0.26370126147505085,6.661338147750939e-16,0.05623333333333332,0.11053580227863764,0.19666666666666666,0.44333333333333336,301.0
Stationary pretrained,0,21160747,mixed,12,heavy_tailed,23.816294588723526,0.07938764862907842,0.14414954697774285,0.26697908698721684,0.26077295965224867,4.440892098500626e-16,0.06243333333333335,0.12160391753095501,0.11333333333333333,0.4666666666666667,301.0
Stationary pretrained,0,21160748,mixed,12,heavy_tailed,28.468436071917736,0.09489478690639246,0.2381750094023774,0.2829952587398381,0.3023792001952522,4.440892098500626e-16,0.051699999999999996,0.10392992390317024,0.12333333333333334,0.52,301.0
Stationary pretrained,0,21160749,mixed,12,heavy_tailed,18.75077147777947,0.06250257159259823,0.11175497508059146,0.23908830112846802,0.24506720990053985,5.551115123125783e-16,0.05856666666666667,0.11425469396460333,0.1,0.42,301.0
Stationary pretrained,0,21160750,mixed,12,heavy_tailed,23.113545143171123,0.07704515047723708,0.13688648451860178,0.26474415254653444,0.2611246166935054,6.661338147750939e-16,0.060533333333333335,0.12326320824078972,0.10333333333333333,0.4866666666666667,301.0
Stationary pretrained,0,21160751,mixed,12,heavy_tailed,20.958550039128124,0.06986183346376042,0.13635130043845692,0.2507115879734572,0.24845860769638822,5.551115123125783e-16,0.0519,0.10561951913469571,0.23666666666666666,0.45,301.0
Stationary pretrained,0,21160752,mixed,12,heavy_tailed,17.433705307058293,0.058112351023527645,0.16460387493914183,0.21670025690460648,0.2157781742480906,4.440892098500626e-16,0.0464,0.09326859469655989,0.22,0.45666666666666667,301.0
Stationary pretrained,0,21160753,mixed,12,heavy_tailed,23.68332953407845,0.0789444317802615,0.1356502241494202,0.2682195391202757,0.27322672175746626,4.440892098500626e-16,0.053566666666666665,0.10637560773450354,0.15333333333333332,0.49666666666666665,301.0
Stationary pretrained,0,21160754,mixed,12,heavy_tailed,22.17109621173471,0.0739036540391157,0.0882597712151445,0.26714211842911556,0.29172621523900305,6.661338147750939e-16,0.059933333333333325,0.1237663134709886,0.09,0.47333333333333333,301.0
Stationary pretrained,0,21160755,mixed,12,heavy_tailed,32.45733525090064,0.10819111750300214,0.2207082080404226,0.30937953986212574,0.27261058383966813,4.440892098500626e-16,0.0652,0.12811518670896768,0.09666666666666666,0.48333333333333334,301.0
Stationary pretrained,0,21160756,mixed,12,heavy_tailed,31.429220844684014,0.10476406948228005,0.14216523283798635,0.3132291418536124,0.34559783733325766,4.440892098500626e-16,0.06263333333333333,0.12256199075053908,0.08,0.4866666666666667,301.0
Stationary pretrained,10,21160727,mixed,12,heavy_tailed,22.303837376864184,0.07434612458954729,0.09619447647299752,0.24959375480997475,0.26227320986418134,4.440892098500626e-16,0.0535,0.10462833494982557,0.38,0.41,301.0
Stationary pretrained,10,21160728,mixed,12,heavy_tailed,20.831213927491465,0.06943737975830488,0.1220792741280703,0.2476461139684079,0.2455228657551872,4.440892098500626e-16,0.05966666666666666,0.11609345731261944,0.2733333333333333,0.49333333333333335,301.0
Stationary pretrained,10,21160729,mixed,12,heavy_tailed,14.912311591297794,0.04970770530432598,0.13977496429948735,0.20013756880780043,0.20045971189669834,6.661338147750939e-16,0.04686666666666666,0.09227023365259274,0.29,0.5033333333333333,301.0
Stationary pretrained,10,21160730,mixed,12,heavy_tailed,26.35620430896074,0.08785401436320248,0.13472092868320706,0.27811059276805955,0.3121937874159256,4.440892098500626e-16,0.0562,0.1099828397724235,0.3333333333333333,0.48,301.0
Stationary pretrained,10,21160731,mixed,12,heavy_tailed,14.48469978279439,0.04828233260931463,0.0750700361239409,0.20844320508874156,0.2293966576626043,4.440892098500626e-16,0.059033333333333333,0.11671297698527096,0.29333333333333333,0.48333333333333334,301.0
Stationary pretrained,10,21160732,mixed,12,heavy_tailed,19.831212744476357,0.06610404248158785,0.10380528618044886,0.25104154926977695,0.27863779436126,5.551115123125783e-16,0.0606,0.11767987671070619,0.33,0.43666666666666665,301.0
Stationary pretrained,10,21160733,mixed,12,heavy_tailed,19.106467689609566,0.06368822563203189,0.0971310781577969,0.2463302399897956,0.2511773955794959,4.440892098500626e-16,0.06066666666666667,0.11812520228939558,0.27,0.48333333333333334,301.0
Stationary pretrained,10,21160734,mixed,12,heavy_tailed,24.340782103488948,0.08113594034496316,0.10573312054898586,0.26315321580237183,0.31117180156361934,4.440892098500626e-16,0.0537,0.10601015959288265,0.35,0.43333333333333335,301.0
Stationary pretrained,10,21160735,mixed,12,heavy_tailed,21.606714773727855,0.07202238257909285,0.20317491626435505,0.24170535010656305,0.21771953930846974,6.661338147750939e-16,0.056499999999999995,0.11308199978699103,0.2833333333333333,0.4666666666666667,301.0
Stationary pretrained,10,21160736,mixed,12,heavy_tailed,14.423234957108274,0.04807744985702758,0.09559546547144522,0.20434538499161328,0.18018253918544075,4.440892098500626e-16,0.05013333333333333,0.09709595648593286,0.2633333333333333,0.5266666666666666,301.0
Stationary pretrained,10,21160737,mixed,12,heavy_tailed,12.0935701604544,0.040311900534848,0.08824191408570202,0.18909562619569698,0.18368813707475645,4.440892098500626e-16,0.04769999999999999,0.09259755259369071,0.31666666666666665,0.39666666666666667,301.0
Stationary pretrained,10,21160738,mixed,12,heavy_tailed,17.013360465956765,0.05671120155318922,0.10404372537142961,0.22693927675548792,0.2042921369612122,4.440892098500626e-16,0.060899999999999996,0.11949923262851712,0.2733333333333333,0.4666666666666667,301.0
Stationary pretrained,10,21160739,mixed,12,heavy_tailed,12.82602758169104,0.04275342527230347,0.09693739701159587,0.18807381265410916,0.19478652945710642,4.440892098500626e-16,0.04733333333333334,0.09270397804815365,0.3433333333333333,0.47,301.0
Stationary pretrained,10,21160740,mixed,12,heavy_tailed,14.987143631539723,0.049957145438465744,0.06630779820115051,0.21204861044637102,0.17684013923233724,5.551115123125783e-16,0.05563333333333334,0.10681144547443794,0.2866666666666667,0.5033333333333333,301.0
Stationary pretrained,10,21160741,mixed,12,heavy_tailed,18.73529928333117,0.0624509976111039,0.10498588788917283,0.23719275191112535,0.2306121144592282,4.440892098500626e-16,0.058533333333333326,0.11526440172516482,0.29,0.4533333333333333,301.0
Stationary pretrained,10,21160742,mixed,12,heavy_tailed,19.183460625578427,0.06394486875192809,0.09936119959504941,0.2405795802000947,0.2719036525112245,6.661338147750939e-16,0.058899999999999994,0.11501346986651725,0.3233333333333333,0.4666666666666667,301.0
Stationary pretrained,10,21160743,mixed,12,heavy_tailed,16.039840856440428,0.05346613618813476,0.10958885997566427,0.21844675660922008,0.20710427633013634,6.661338147750939e-16,0.057566666666666676,0.11245232004005534,0.26,0.47,301.0
Stationary pretrained,10,21160744,mixed,12,heavy_tailed,15.186349590002795,0.05062116530000932,0.1074681153734182,0.20483801369657695,0.24506894496382445,5.551115123125783e-16,0.048299999999999996,0.09371899912217466,0.38666666666666666,0.42333333333333334,301.0
Stationary pretrained,10,21160745,mixed,12,heavy_tailed,18.81389945313044,0.06271299817710146,0.13399050850340452,0.23508461743427286,0.22849657527814685,4.440892098500626e-16,0.06030000000000001,0.1177675641149699,0.3566666666666667,0.42333333333333334,301.0
Stationary pretrained,10,21160746,mixed,12,heavy_tailed,22.317046539078234,0.07439015513026077,0.10689239197394719,0.2574292854982454,0.28279408720820115,4.440892098500626e-16,0.0612,0.12045318938780437,0.26666666666666666,0.51,301.0
Stationary pretrained,10,21160747,mixed,12,heavy_tailed,23.458261413919537,0.07819420471306512,0.19677490424682054,0.25493805453564816,0.24888541677047699,4.440892098500626e-16,0.05836666666666667,0.1124717535305578,0.32666666666666666,0.4533333333333333,301.0
Stationary pretrained,10,21160748,mixed,12,heavy_tailed,19.91792249191994,0.06639307497306646,0.13431136652477235,0.24260383934525,0.2599475076255985,4.440892098500626e-16,0.057,0.11098841737015847,0.3233333333333333,0.44333333333333336,301.0
Stationary pretrained,10,21160749,mixed,12,heavy_tailed,26.897176009029945,0.08965725336343315,0.11430007849212713,0.28436811420674973,0.28081264560792063,6.661338147750939e-16,0.062299999999999994,0.12075445106088063,0.2733333333333333,0.47,301.0
Stationary pretrained,10,21160750,mixed,12,heavy_tailed,21.962075990195864,0.07320691996731954,0.09613020199577017,0.2640458169746017,0.2536028019246556,6.661338147750939e-16,0.06306666666666667,0.12383381480019044,0.32666666666666666,0.44,301.0
Stationary pretrained,10,21160751,mixed,12,heavy_tailed,20.896976062020517,0.06965658687340172,0.12928826186081166,0.2514841272806052,0.22641764383658708,5.551115123125783e-16,0.0613,0.11943981268527305,0.33,0.42333333333333334,301.0
Stationary pretrained,10,21160752,mixed,12,heavy_tailed,24.58465283734093,0.08194884279113643,0.17757537132729395,0.2671512631224571,0.2911876593437773,4.440892098500626e-16,0.056966666666666665,0.1120175273953668,0.33666666666666667,0.44666666666666666,301.0
Stationary pretrained,10,21160753,mixed,12,heavy_tailed,25.285767834580476,0.08428589278193492,0.11266926022200667,0.2769138500696541,0.2977957060705643,4.440892098500626e-16,0.060366666666666666,0.1178887167953561,0.3466666666666667,0.43666666666666665,301.0
Stationary pretrained,10,21160754,mixed,12,heavy_tailed,19.645427492488068,0.06548475830829356,0.12473165542900863,0.24416416714008676,0.23093500142232126,4.440892098500626e-16,0.0575,0.11301415471359555,0.32,0.4166666666666667,301.0
Stationary pretrained,10,21160755,mixed,12,heavy_tailed,24.024811525301473,0.08008270508433825,0.13933056403731373,0.2620606740356679,0.24953454670692196,4.440892098500626e-16,0.0569,0.11060438426877565,0.30666666666666664,0.45666666666666667,301.0
Stationary pretrained,10,21160756,mixed,12,heavy_tailed,29.399957679679176,0.09799985893226391,0.16142345689988027,0.3020307250930233,0.3059075548646133,4.440892098500626e-16,0.05836666666666666,0.11549983633147955,0.3566666666666667,0.47,301.0
Stationary pretrained,50,21160727,mixed,12,heavy_tailed,25.761976212980876,0.08587325404326959,0.15252385891883763,0.2802754437827149,0.29161096835329897,5.551115123125783e-16,0.08489999999999999,0.16170583305842806,0.36,0.41,301.0
Stationary pretrained,50,21160728,mixed,12,heavy_tailed,26.932224099897383,0.08977408033299128,0.15266887540214522,0.2871314090279161,0.3091417783298726,4.440892098500626e-16,0.08816666666666667,0.16830475370393116,0.39,0.43,301.0
Stationary pretrained,50,21160729,mixed,12,heavy_tailed,20.45494688086182,0.0681831562695394,0.15012819590978282,0.23964145298983933,0.23207850257110554,4.440892098500626e-16,0.07066666666666667,0.13492799917610823,0.36666666666666664,0.38333333333333336,301.0
Stationary pretrained,50,21160730,mixed,12,heavy_tailed,24.646547493856463,0.08215515831285487,0.11301434100111572,0.2705834928944853,0.2800340154425438,4.440892098500626e-16,0.0708,0.13378099703843332,0.33,0.4166666666666667,301.0
Stationary pretrained,50,21160731,mixed,12,heavy_tailed,33.878436586173635,0.11292812195391212,0.1628718832021059,0.32161492017527876,0.3051116895304407,4.440892098500626e-16,0.08090000000000001,0.15314929204991956,0.37333333333333335,0.44333333333333336,301.0
Stationary pretrained,50,21160732,mixed,12,heavy_tailed,35.39979367108867,0.11799931223696225,0.15443157410309782,0.32905201705263976,0.3406069717631851,4.440892098500626e-16,0.07993333333333333,0.1534884341639907,0.37666666666666665,0.4633333333333333,301.0
Stationary pretrained,50,21160733,mixed,12,heavy_tailed,26.147234363730607,0.08715744787910203,0.08401024997182531,0.28967502351833596,0.3121690818214752,4.440892098500626e-16,0.07866666666666668,0.14859203210588756,0.3566666666666667,0.4266666666666667,301.0
Stationary pretrained,50,21160734,mixed,12,heavy_tailed,28.56125944022649,0.0952041981340883,0.09658533470964274,0.2944010846467995,0.3060077550288324,1.1102230246251565e-15,0.07100000000000001,0.13782817147107068,0.37,0.46,301.0
Stationary pretrained,50,21160735,mixed,12,heavy_tailed,22.944671659568186,0.07648223886522729,0.17262552704698447,0.2567163909314434,0.24328161684297706,4.440892098500626e-16,0.08116666666666666,0.15610393832988417,0.38666666666666666,0.4066666666666667,301.0
Stationary pretrained,50,21160736,mixed,12,heavy_tailed,31.940783867668316,0.10646927955889439,0.19688635328909684,0.3020561405529991,0.30254433887288934,4.440892098500626e-16,0.0736,0.13961305638872598,0.36666666666666664,0.4666666666666667,301.0
Stationary pretrained,50,21160737,mixed,12,heavy_tailed,31.12830798243425,0.10376102660811416,0.30324780756897485,0.29098979418339244,0.252728544050895,4.440892098500626e-16,0.08213333333333334,0.15327280441689975,0.39,0.41333333333333333,301.0
Stationary pretrained,50,21160738,mixed,12,heavy_tailed,28.14595322337131,0.09381984407790438,0.1142848801943976,0.2874390372822273,0.28828643232021023,4.440892098500626e-16,0.08566666666666668,0.16419156470779314,0.39666666666666667,0.4266666666666667,301.0
Stationary pretrained,50,21160739,mixed,12,heavy_tailed,25.661004889577036,0.0855366829652568,0.18132451086635745,0.2732036160591443,0.2917677862248535,4.440892098500626e-16,0.08693333333333332,0.16717486269406043,0.33666666666666667,0.44666666666666666,301.0
Stationary pretrained,50,21160740,mixed,12,heavy_tailed,26.76358926499124,0.08921196421663746,0.09024948328119334,0.2809698148819323,0.3170509209446162,4.440892098500626e-16,0.057166666666666664,0.10599674714953909,0.39,0.38333333333333336,301.0
Stationary pretrained,50,21160741,mixed,12,heavy_tailed,28.049032103074744,0.0934967736769158,0.1119205806059018,0.2949017394983361,0.3148485557531613,6.661338147750939e-16,0.07856666666666667,0.14567888073113527,0.3,0.4266666666666667,301.0
Stationary pretrained,50,21160742,mixed,12,heavy_tailed,26.571469250034472,0.08857156416678157,0.17081223450087293,0.2846325443893306,0.28178503460425547,5.551115123125783e-16,0.09016666666666667,0.17131889512680937,0.32,0.44333333333333336,301.0
Stationary pretrained,50,21160743,mixed,12,heavy_tailed,23.281073067064675,0.07760357689021559,0.10151287488731138,0.2638067915469405,0.2508539293463109,4.440892098500626e-16,0.07869999999999999,0.14723249986625683,0.33666666666666667,0.43333333333333335,301.0
Stationary pretrained,50,21160744,mixed,12,heavy_tailed,28.066524820546718,0.09355508273515573,0.11379055348388352,0.3008140036863289,0.30406274570679026,4.440892098500626e-16,0.08983333333333335,0.17175244571577536,0.4,0.42,301.0
Stationary pretrained,50,21160745,mixed,12,heavy_tailed,32.07681560260887,0.10692271867536289,0.1398858734678176,0.3091319690902558,0.3421585524839747,4.440892098500626e-16,0.07583333333333334,0.14255105710609536,0.43,0.3933333333333333,301.0
